starttime,seconds,ctime,dtime,ttime,wait
Sun Dec 12 15:16:05 2021,1639340165,0,1300,1300,1299
Sun Dec 12 15:16:04 2021,1639340164,0,1304,1304,1289
Sun Dec 12 15:15:58 2021,1639340158,0,1307,1307,1293
Sun Dec 12 15:15:51 2021,1639340151,0,1349,1349,1347
Sun Dec 12 15:15:58 2021,1639340158,0,1363,1363,1344
Sun Dec 12 15:15:52 2021,1639340152,0,1364,1364,1361
Sun Dec 12 15:16:02 2021,1639340162,0,1377,1377,1376
Sun Dec 12 15:15:58 2021,1639340158,0,1396,1396,1386
Sun Dec 12 15:16:01 2021,1639340161,0,1413,1413,1411
Sun Dec 12 15:15:50 2021,1639340150,0,1414,1414,1413
Sun Dec 12 15:16:00 2021,1639340160,0,1414,1414,1407
Sun Dec 12 15:15:51 2021,1639340151,0,1419,1419,1418
Sun Dec 12 15:16:02 2021,1639340162,0,1430,1430,1392
Sun Dec 12 15:15:56 2021,1639340156,0,1434,1434,1415
Sun Dec 12 15:15:53 2021,1639340153,0,1438,1438,1438
Sun Dec 12 15:15:58 2021,1639340158,0,1458,1458,1457
Sun Dec 12 15:15:48 2021,1639340148,1,1464,1465,1463
Sun Dec 12 15:15:48 2021,1639340148,1,1464,1465,1461
Sun Dec 12 15:16:02 2021,1639340162,0,1468,1468,1467
Sun Dec 12 15:15:58 2021,1639340158,0,1469,1469,1468
Sun Dec 12 15:15:58 2021,1639340158,0,1478,1478,1466
Sun Dec 12 15:15:48 2021,1639340148,1,1481,1481,1480
Sun Dec 12 15:15:58 2021,1639340158,0,1491,1491,1491
Sun Dec 12 15:16:03 2021,1639340163,0,1491,1491,1491
Sun Dec 12 15:16:03 2021,1639340163,0,1492,1492,1492
Sun Dec 12 15:15:58 2021,1639340158,0,1493,1493,1493
Sun Dec 12 15:15:52 2021,1639340152,0,1494,1494,1494
Sun Dec 12 15:16:00 2021,1639340160,0,1495,1495,1477
Sun Dec 12 15:15:55 2021,1639340155,0,1500,1500,1488
Sun Dec 12 15:15:51 2021,1639340151,0,1500,1500,1496
Sun Dec 12 15:16:01 2021,1639340161,0,1507,1507,1507
Sun Dec 12 15:15:58 2021,1639340158,0,1508,1508,1508
Sun Dec 12 15:15:52 2021,1639340152,0,1509,1509,1508
Sun Dec 12 15:16:03 2021,1639340163,0,1509,1509,1509
Sun Dec 12 15:15:48 2021,1639340148,1,1521,1522,1519
Sun Dec 12 15:15:48 2021,1639340148,1,1539,1540,1538
Sun Dec 12 15:16:03 2021,1639340163,0,1542,1542,1541
Sun Dec 12 15:15:58 2021,1639340158,0,1543,1543,1542
Sun Dec 12 15:16:02 2021,1639340162,0,1550,1550,1549
Sun Dec 12 15:15:55 2021,1639340155,0,1559,1559,1551
Sun Dec 12 15:15:52 2021,1639340152,0,1561,1561,1559
Sun Dec 12 15:15:54 2021,1639340154,0,1569,1569,1567
Sun Dec 12 15:15:58 2021,1639340158,0,1578,1578,1577
Sun Dec 12 15:16:00 2021,1639340160,0,1581,1581,1559
Sun Dec 12 15:15:48 2021,1639340148,1,1582,1583,1581
Sun Dec 12 15:16:02 2021,1639340162,0,1584,1584,1583
Sun Dec 12 15:16:02 2021,1639340162,0,1598,1598,1593
Sun Dec 12 15:16:03 2021,1639340163,0,1606,1606,1606
Sun Dec 12 15:16:03 2021,1639340163,0,1611,1611,1604
Sun Dec 12 15:15:57 2021,1639340157,0,1616,1616,1615
Sun Dec 12 15:15:50 2021,1639340150,0,1617,1617,1601
Sun Dec 12 15:15:50 2021,1639340150,0,1618,1619,1618
Sun Dec 12 15:16:00 2021,1639340160,0,1620,1621,1620
Sun Dec 12 15:15:57 2021,1639340157,0,1627,1627,1626
Sun Dec 12 15:15:55 2021,1639340155,0,1642,1642,1641
Sun Dec 12 15:15:48 2021,1639340148,1,1645,1647,1645
Sun Dec 12 15:15:56 2021,1639340156,0,1654,1654,1645
Sun Dec 12 15:15:56 2021,1639340156,0,1657,1657,1648
Sun Dec 12 15:15:52 2021,1639340152,0,1661,1661,1661
Sun Dec 12 15:15:48 2021,1639340148,1,1667,1668,1666
Sun Dec 12 15:15:56 2021,1639340156,0,1671,1671,1662
Sun Dec 12 15:15:48 2021,1639340148,1,1670,1671,1670
Sun Dec 12 15:15:58 2021,1639340158,0,1671,1671,1670
Sun Dec 12 15:15:56 2021,1639340156,0,1675,1675,1674
Sun Dec 12 15:15:51 2021,1639340151,0,1678,1678,1675
Sun Dec 12 15:15:56 2021,1639340156,0,1680,1680,1678
Sun Dec 12 15:16:00 2021,1639340160,0,1684,1684,1684
Sun Dec 12 15:16:02 2021,1639340162,0,1688,1688,1687
Sun Dec 12 15:15:52 2021,1639340152,0,1688,1688,1688
Sun Dec 12 15:15:50 2021,1639340150,0,1691,1691,1690
